,amplicon,mean,mean+2std,mean-2std,min
595,2-21250703-21250978-PGD139_APOB_148,5326.689839572193,8161.115680848054,2492.2639982963324,656
644,2-21259655-21259850-PGD139_APOB_197,5328.326203208556,7896.348835263067,2760.303571154045,2245
426,19-11238747-11239000-PGD139_LDLR_59,5338.208556149732,7500.370113313185,3176.0469989862795,1171
107,1-25888016-25888264-PGD139_LDLRAP1_109,5372.828877005348,6930.6060673349075,3815.051686675788,2719
453,2-21225188-21225418-PGD139_APOB_6,5377.026737967914,7135.031281653616,3619.0221942822127,2149
305,10-90974577-90974827-PGD139_LIPA_2,5396.144385026738,6893.441585121243,3898.8471849322323,3228
304,10-90974442-90974638-PGD139_LIPA_1,5430.363636363636,7967.525098595592,2893.2021741316803,1597
20,1-25873419-25873560-PGD139_LDLRAP1_22,5450.636363636364,10655.69941010305,245.57331716967747,2376
290,1-55528169-55528431-PGD139_PCSK9_138,5454.3422459893045,6961.333737972171,3947.3507540064384,2119
459,2-21226196-21226446-PGD139_APOB_12,5467.304812834224,7542.039554919192,3392.570070749257,995
546,2-21241939-21242144-PGD139_APOB_99,5473.572192513369,8141.420327731952,2805.7240572947862,2547
381,19-11215668-11215934-PGD139_LDLR_14,5479.374331550802,7051.9250285251965,3906.823634576407,2324
273,1-55525405-55525627-PGD139_PCSK9_121,5482.117647058823,7951.833443741113,3012.4018503765337,3511
35,1-25876107-25876368-PGD139_LDLRAP1_37,5488.652406417113,7253.472482575946,3723.832330258279,1775
708,8-19805560-19805738-PGD139_LPL_3,5493.679144385027,7312.989250829805,3674.3690379402487,3442
612,2-21254196-21254446-PGD139_APOB_165,5503.941176470588,7092.382898525359,3915.499454415817,3664
285,1-55527278-55527528-PGD139_PCSK9_133,5508.0,6965.546546592551,4050.453453407449,2597
224,1-55516917-55517142-PGD139_PCSK9_72,5544.417112299465,7373.6142536836805,3715.219970915249,2921
16,1-25872810-25873038-PGD139_LDLRAP1_18,5549.96256684492,8181.793209572394,2918.1319241174456,2968
287,1-55527652-55527917-PGD139_PCSK9_135,5551.326203208556,7534.697814486079,3567.954591931033,997
43,1-25877463-25877713-PGD139_LDLRAP1_45,5568.304812834224,7200.838575601021,3935.7710500674275,3959
589,2-21249411-21249664-PGD139_APOB_142,5573.310160427807,7612.707319988336,3533.9130008672782,1609
540,2-21240784-21241024-PGD139_APOB_93,5579.893048128342,7435.652104263945,3724.1339919927395,2859
270,1-55524904-55525141-PGD139_PCSK9_118,5586.299465240641,8579.810035094506,2592.7888953867773,3165
9,1-25871695-25871966-PGD139_LDLRAP1_11,5593.0213903743315,7684.561944758369,3501.4808359902945,1488
620,2-21255597-21255803-PGD139_APOB_173,5601.197860962567,8061.877265697126,3140.5184562280074,2909
571,2-21246235-21246477-PGD139_APOB_124,5624.909090909091,7392.981204546564,3856.8369772716173,2415
438,19-45409741-45409929-PGD139_APOE_5,5627.620320855615,7424.6896796979245,3830.550962013306,3915
25,1-25874294-25874509-PGD139_LDLRAP1_27,5629.128342245989,8203.102487706812,3055.1541967851654,3515
576,2-21247029-21247210-PGD139_APOB_129,5634.92513368984,7858.708217370902,3411.1420500087766,3717
609,2-21253687-21253937-PGD139_APOB_162,5636.048128342246,7576.557852792201,3695.5384038922916,2190
673,2-21264742-21264989-PGD139_APOB_226,5652.320855614973,7531.4837368947865,3773.157974335159,2484
319,10-90986513-90986762-PGD139_LIPA_16,5652.582887700535,7533.02421925093,3772.1415561501394,2556
440,19-45410844-45411021-PGD139_APOE_7,5670.470588235294,8708.354439244104,2632.5867372264843,3048
479,2-21229726-21229976-PGD139_APOB_32,5677.2513368983955,7561.780513928784,3792.722159868007,1966
495,2-21232475-21232725-PGD139_APOB_48,5701.64705882353,7492.436256541714,3910.857861105346,2227
125,1-25890760-25890974-PGD139_LDLRAP1_127,5709.090909090909,8223.24047331348,3194.9413448683376,2885
649,2-21260514-21260763-PGD139_APOB_202,5723.791443850268,7888.780250925112,3558.802636775423,1313
446,19-45412343-45412523-PGD139_APOE_13,5743.208556149732,10398.424640589194,1087.9924717102704,1156
500,2-21233397-21233646-PGD139_APOB_53,5762.866310160428,7764.172752590182,3761.559867730674,3573
696,4-68447202-68447394-PGD139_STAP1_11,5795.39037433155,7913.969551808828,3676.811196854273,3974
652,2-21261051-21261193-PGD139_APOB_205,5799.374331550802,8597.504259271122,3001.244403830483,3445
103,1-25887352-25887599-PGD139_LDLRAP1_105,5803.673796791444,7712.805418909766,3894.542174673122,1933
499,2-21233210-21233454-PGD139_APOB_52,5808.03743315508,7528.85693496396,4087.2179313462,2660
146,1-25894217-25894466-PGD139_LDLRAP1_148,5810.4331550802135,7790.829042050218,3830.0372681102094,2824
160,1-55506275-55506381-PGD139_PCSK9_8,5815.807486631016,7606.647999750627,4024.9669735114057,2555
76,1-25882782-25883047-PGD139_LDLRAP1_78,5825.363636363636,7842.176949823504,3808.5503229037677,1561
143,1-25893759-25893927-PGD139_LDLRAP1_145,5829.03743315508,8788.941895206588,2869.132971103572,2956
187,1-55510511-55510783-PGD139_PCSK9_35,5831.780748663102,7507.234993028249,4156.326504297955,3813
536,2-21240090-21240339-PGD139_APOB_89,5833.818181818182,7084.185524127468,4583.450839508896,4108
619,2-21255395-21255649-PGD139_APOB_172,5840.294117647059,7748.618433671372,3931.969801622745,3324
38,1-25876586-25876856-PGD139_LDLRAP1_40,5844.03743315508,7820.784085535763,3867.2907807743977,2936
291,1-55528302-55528565-PGD139_PCSK9_139,5854.4812834224595,8305.964848660913,3402.9977181840063,949
323,10-90988087-90988300-PGD139_LIPA_20,5864.427807486631,7449.795115256745,4279.0604997165165,4096
321,10-90987808-90988021-PGD139_LIPA_18,5877.427807486631,7626.305061922714,4128.550553050547,4090
553,2-21242956-21243205-PGD139_APOB_106,5889.636363636364,7709.102581430215,4070.170145842513,3984
724,8-19816788-19817035-PGD139_LPL_19,5909.620320855615,7717.659346761745,4101.581294949486,3655
411,19-11227512-11227751-PGD139_LDLR_44,5925.663101604278,7814.860768109005,4036.4654350995515,3374
430,19-11240345-11240595-PGD139_LDLR_63,5961.572192513369,7403.664219578478,4519.480165448261,3957
480,2-21229928-21230171-PGD139_APOB_33,5973.1604278074865,8175.88990366466,3770.4309519503136,3435
90,1-25885194-25885443-PGD139_LDLRAP1_92,5976.106951871658,9075.492405563782,2876.7214981795332,3151
725,8-19818266-19818510-PGD139_LPL_20,5980.144385026738,7806.970242042797,4153.318528010679,3430
189,1-55510776-55511011-PGD139_PCSK9_37,5988.807486631016,7590.972010887295,4386.642962374737,4328
346,16-57005728-57005957-PGD139_CETP_15,6008.540106951872,7518.451066722137,4498.629147181608,3696
603,2-21252720-21252968-PGD139_APOB_156,6009.320855614973,7703.070978409322,4315.570732820624,3988
163,1-55506743-55507009-PGD139_PCSK9_11,6010.614973262032,7834.937208746578,4186.292737777487,1775
307,10-90974819-90975041-PGD139_LIPA_4,6018.219251336898,7910.616604475368,4125.821898198428,2411
118,1-25889638-25889866-PGD139_LDLRAP1_120,6019.096256684492,8254.873614304626,3783.3188990643566,3548
423,19-11238443-11238574-PGD139_LDLR_56,6024.20320855615,9138.622004429246,2909.784412683053,3045
688,4-68436666-68436916-PGD139_STAP1_3,6024.636363636364,8197.87146897343,3851.401258299299,1871
420,19-11233815-11234031-PGD139_LDLR_53,6024.689839572193,7615.16820144476,4434.211477699626,4148
130,1-25891450-25891715-PGD139_LDLRAP1_132,6030.1122994652405,7966.723243688192,4093.501355242289,1791
176,1-55508906-55509115-PGD139_PCSK9_24,6032.032085561497,9722.677457942476,2341.3867131805187,3538
598,2-21251369-21251644-PGD139_APOB_151,6052.31550802139,7897.06551518369,4207.56550085909,2344
461,2-21226533-21226808-PGD139_APOB_14,6053.310160427807,8263.617996773866,3843.0023240817477,1348
451,2-21224853-21225103-PGD139_APOB_4,6062.358288770053,8050.852445321107,4073.8641322189997,1826
150,1-25894917-25895160-PGD139_LDLRAP1_152,6072.016042780749,8429.515715875616,3714.5163696858826,3345
271,1-55525089-55525345-PGD139_PCSK9_119,6082.754010695187,7855.7355750729685,4309.772446317406,3410
314,10-90983457-90983688-PGD139_LIPA_11,6088.475935828877,8830.380048728866,3346.5718229288873,2570
520,2-21236806-21237054-PGD139_APOB_73,6119.427807486631,8620.237301271027,3618.6183137022335,3646
106,1-25887884-25888109-PGD139_LDLRAP1_108,6120.197860962567,8697.732090178019,3542.663631747114,3479
341,16-57003860-57004106-PGD139_CETP_10,6125.449197860962,7842.678538368699,4408.219857353225,4119
417,19-11231263-11231432-PGD139_LDLR_50,6125.770053475936,8773.707555224746,3477.832551727126,3735
12,1-25872167-25872408-PGD139_LDLRAP1_14,6130.171122994652,8405.717861145014,3854.624384844289,92
472,2-21228445-21228689-PGD139_APOB_25,6134.010695187166,8496.190916378906,3771.8304739954265,3796
121,1-25890099-25890322-PGD139_LDLRAP1_123,6144.540106951872,7946.595901018467,4342.484312885277,3438
456,2-21225671-21225920-PGD139_APOB_9,6163.941176470588,8300.989328312062,4026.8930246291147,3261
535,2-21239906-21240181-PGD139_APOB_88,6166.727272727273,8496.291822423707,3837.1627230308395,1556
184,1-55510032-55510244-PGD139_PCSK9_32,6167.727272727273,8955.64105354383,3379.813491910717,3376
73,1-25882371-25882602-PGD139_LDLRAP1_75,6167.957219251337,8522.441449956625,3813.4729885460492,3392
590,2-21249599-21249823-PGD139_APOB_143,6172.994652406417,7865.072823626472,4480.916481186362,4224
565,2-21245206-21245456-PGD139_APOB_118,6173.358288770053,8212.18386782788,4134.532709712226,3216
379,19-11213588-11213818-PGD139_LDLR_12,6176.368983957219,7808.34262608642,4544.395341828018,4096
681,2-21266014-21266195-PGD139_APOB_234,6177.695187165776,9571.471970067814,2783.9184042637366,3424
309,10-90975733-90975982-PGD139_LIPA_6,6201.235294117647,8182.917579596808,4219.553008638486,2519
144,1-25893859-25894102-PGD139_LDLRAP1_146,6211.946524064171,7956.814522677769,4467.078525450574,3573
359,16-57015060-57015314-PGD139_CETP_28,6247.443850267379,9094.065572459584,3400.822128075175,1226
465,2-21227265-21227483-PGD139_APOB_18,6256.705882352941,8271.914832929657,4241.496931776227,3549
513,2-21235594-21235843-PGD139_APOB_66,6263.561497326204,8259.04538799264,4268.077606659766,2217
402,19-11224232-11224452-PGD139_LDLR_35,6297.508021390375,9401.076965028213,3193.9390777525364,1286
151,1-25895072-25895322-PGD139_LDLRAP1_153,6318.272727272727,8192.88498591039,4443.660468635063,2376
516,2-21236162-21236399-PGD139_APOB_69,6321.529411764706,9386.461962332816,3256.5968611965964,3166
509,2-21234875-21235095-PGD139_APOB_62,6342.064171122995,8287.970595234056,4396.157747011933,4403
497,2-21232861-21233103-PGD139_APOB_50,6342.085561497326,8066.265607424821,4617.905515569832,3426
122,1-25890272-25890523-PGD139_LDLRAP1_124,6344.4331550802135,8271.449211027957,4417.41709913247,2770
145,1-25894037-25894281-PGD139_LDLRAP1_147,6344.727272727273,8254.765064904808,4434.689480549738,2303
661,2-21262705-21262824-PGD139_APOB_214,6349.245989304813,10311.98568643272,2386.506292176906,2324
494,2-21232316-21232563-PGD139_APOB_47,6392.6577540106955,8553.705200640725,4231.610307380667,2964
333,16-56995796-56996033-PGD139_CETP_2,6413.743315508022,9265.663640742754,3561.82299027329,2159
329,12-21329671-21329812-PGD139_SLCO1B1_1,6426.139037433155,9589.964720766025,3262.313354100285,3708
349,16-57006052-57006239-PGD139_CETP_18,6427.967914438503,8644.425952033409,4211.5098768435955,4243
11,1-25871968-25872226-PGD139_LDLRAP1_13,6428.016042780749,8496.141030954073,4359.891054607423,2544
599,2-21251593-21251867-PGD139_APOB_152,6430.967914438503,11070.767307134493,1791.168521742513,320
334,16-56995972-56996134-PGD139_CETP_3,6431.844919786096,9272.507437173881,3591.182402398311,3178
594,2-21250476-21250750-PGD139_APOB_147,6438.149732620321,8728.66298593318,4147.636479307461,1534
202,1-55512969-55513215-PGD139_PCSK9_50,6440.427807486631,9282.2084463592,3598.647168614061,3278
424,19-11238502-11238731-PGD139_LDLR_57,6441.197860962567,8118.5450604142725,4763.850661510861,4637
214,1-55515255-55515477-PGD139_PCSK9_62,6469.491978609625,8929.029817607367,4009.9541396118843,2204
60,1-25880275-25880550-PGD139_LDLRAP1_62,6471.786096256685,8822.43721375835,4121.134978755019,911
510,2-21235031-21235275-PGD139_APOB_63,6473.454545454545,9616.929543221122,3329.9795476879685,3012
353,16-57008865-57009105-PGD139_CETP_22,6476.545454545455,8348.147944068238,4604.942965022672,3826
10,1-25871829-25872071-PGD139_LDLRAP1_12,6487.133689839572,9653.284494424068,3320.982885255076,2752
692,4-68442727-68442967-PGD139_STAP1_7,6506.737967914439,8678.74211730169,4334.733818527187,2391
690,4-68440969-68441217-PGD139_STAP1_5,6528.652406417113,8759.769164284073,4297.5356485501525,1825
458,2-21226040-21226304-PGD139_APOB_11,6532.524064171123,8760.793013024448,4304.255115317799,1765
272,1-55525206-55525449-PGD139_PCSK9_120,6535.828877005348,9150.960809054453,3920.6969449562425,3696
33,1-25875867-25876113-PGD139_LDLRAP1_35,6540.197860962567,8587.9994709727,4492.396250952434,3107
488,2-21231304-21231550-PGD139_APOB_41,6545.187165775401,8544.572105873836,4545.8022256769655,3999
412,19-11227616-11227810-PGD139_LDLR_45,6545.374331550802,8643.510800132199,4447.237862969405,3953
515,2-21235976-21236224-PGD139_APOB_68,6545.652406417113,8370.397681946853,4720.907130887372,3805
18,1-25873166-25873285-PGD139_LDLRAP1_20,6549.406417112299,11840.341942479987,1258.4708917446123,2424
225,1-55517106-55517381-PGD139_PCSK9_73,6551.994652406417,8917.383219884035,4186.606084928799,1142
602,2-21252509-21252779-PGD139_APOB_155,6553.68449197861,8479.446457556156,4627.922526401065,2535
264,1-55523919-55524179-PGD139_PCSK9_112,6568.743315508022,8516.901109116847,4620.5855218991965,1916
65,1-25881022-25881290-PGD139_LDLRAP1_67,6569.229946524064,8192.657126556065,4945.802766492063,3582
26,1-25874455-25874720-PGD139_LDLRAP1_28,6571.213903743315,8669.71521967953,4472.7125878071,1988
667,2-21263737-21263982-PGD139_APOB_220,6572.101604278075,8398.975713856431,4745.227494699718,2987
484,2-21230640-21230878-PGD139_APOB_37,6572.994652406417,9155.383573060974,3990.6057317518603,3848
482,2-21230304-21230548-PGD139_APOB_35,6580.058823529412,8931.379561304504,4228.7380857543185,3536
89,1-25884995-25885246-PGD139_LDLRAP1_91,6600.818181818182,8800.508129755772,4401.128233880592,3964
148,1-25894552-25894802-PGD139_LDLRAP1_150,6602.828877005348,8835.165280355392,4370.492473655304,3847
85,1-25884319-25884556-PGD139_LDLRAP1_87,6623.106951871658,8337.53049435801,4908.683409385305,2889
216,1-55515542-55515784-PGD139_PCSK9_64,6647.540106951872,9375.042349440126,3920.0378644636194,3306
633,2-21257885-21258134-PGD139_APOB_186,6665.577540106952,8714.804982395735,4616.350097818169,3506
464,2-21227090-21227316-PGD139_APOB_17,6685.9304812834225,9965.121819102402,3406.7391434644433,3494
549,2-21242416-21242634-PGD139_APOB_102,6695.401069518716,9734.488810823703,3656.3133282137305,3927
183,1-55509846-55510096-PGD139_PCSK9_31,6704.5187165775405,8497.065824187219,4911.971608967861,4961
712,8-19809264-19809507-PGD139_LPL_7,6705.449197860962,8448.762149903954,4962.13624581797,4143
686,4-68424401-68424645-PGD139_STAP1_1,6730.561497326204,8978.747126800765,4482.375867851642,2517
172,1-55508393-55508632-PGD139_PCSK9_20,6784.299465240641,9267.293622189005,4301.305308292279,4098
615,2-21254775-21255001-PGD139_APOB_168,6799.31550802139,8684.331753266848,4914.299262775932,4161
575,2-21246897-21247102-PGD139_APOB_128,6799.582887700535,8827.21523473398,4771.95054066709,4584
568,2-21245688-21245924-PGD139_APOB_121,6833.465240641711,9474.864008743643,4192.066472539777,3676
42,1-25877318-25877567-PGD139_LDLRAP1_44,6836.053475935829,9506.103000124112,4166.003951747545,4128
330,12-21331489-21331597-PGD139_SLCO1B1_2,6855.807486631016,11266.195588124592,2445.419385137441,2226
422,19-11234078-11234321-PGD139_LDLR_55,6878.39037433155,8634.45554140971,5122.325207253391,3762
75,1-25882612-25882851-PGD139_LDLRAP1_77,6879.24064171123,8706.142750612531,5052.338532809928,4335
460,2-21226394-21226641-PGD139_APOB_13,6902.106951871658,9652.468640152816,4151.745263590499,4162
100,1-25886847-25887115-PGD139_LDLRAP1_102,6904.219251336898,9334.874227497281,4473.564275176515,1347
639,2-21258944-21259219-PGD139_APOB_192,6904.764705882353,8960.952543244834,4848.576868519873,2947
257,1-55522672-55522922-PGD139_PCSK9_105,6906.048128342246,8840.973375248426,4971.122881436066,3008
91,1-25885394-25885665-PGD139_LDLRAP1_93,6915.8877005347595,9081.078906880472,4750.696494189047,2629
104,1-25887525-25887769-PGD139_LDLRAP1_106,6922.92513368984,9671.579502226316,4174.270765153363,4103
428,19-11240068-11240270-PGD139_LDLR_61,6926.262032085561,9223.306491986565,4629.217572184559,4836
164,1-55506922-55507162-PGD139_PCSK9_12,6927.508021390375,10345.82646210166,3509.1895806790885,3698
83,1-25883877-25884127-PGD139_LDLRAP1_85,6930.229946524064,8910.16378441235,4950.296108635777,2954
503,2-21233909-21234108-PGD139_APOB_56,6948.582887700535,9546.354883726843,4350.810891674228,4718
192,1-55511211-55511461-PGD139_PCSK9_40,6951.5187165775405,8917.409133920233,4985.628299234848,3194
373,19-11210669-11210837-PGD139_LDLR_6,6961.197860962567,9769.386630462026,4153.009091463107,4389
508,2-21234684-21234928-PGD139_APOB_61,6961.283422459893,9929.038303139572,3993.5285417802133,3898
684,2-21266372-21266524-PGD139_APOB_237,6978.262032085561,10392.82666265756,3563.697401513563,2858
200,1-55512658-55512914-PGD139_PCSK9_48,6987.545454545455,10618.1764325082,3356.91447658271,3215
416,19-11231047-11231321-PGD139_LDLR_49,7002.106951871658,9318.115642501825,4686.09826124149,2493
55,1-25879447-25879698-PGD139_LDLRAP1_57,7009.92513368984,9064.82031690935,4955.029950470329,2595
5,1-25870914-25871189-PGD139_LDLRAP1_7,7017.187165775401,11585.204143243234,2449.1701883075675,447
311,10-90982181-90982428-PGD139_LIPA_8,7026.524064171123,9043.278182820832,5009.769945521414,3848
267,1-55524442-55524713-PGD139_PCSK9_115,7027.631016042781,9051.33704648216,5003.924985603402,2892
29,1-25875158-25875424-PGD139_LDLRAP1_31,7030.663101604278,9486.818300438692,4574.507902769865,2380
361,16-57015556-57015803-PGD139_CETP_30,7031.75935828877,9036.89743666579,5026.621279911751,3785
389,19-11217341-11217528-PGD139_LDLR_22,7048.026737967914,9685.257212873381,4410.796263062448,4303
675,2-21265060-21265310-PGD139_APOB_228,7073.443850267379,9290.154714862376,4856.732985672382,3976
240,1-55519460-55519678-PGD139_PCSK9_88,7075.834224598931,9345.743653235731,4805.92479596213,4372
727,8-19818551-19818768-PGD139_LPL_22,7079.502673796792,9247.602157431938,4911.403190161645,3303
567,2-21245527-21245770-PGD139_APOB_120,7098.149732620321,9225.251763464956,4971.047701775686,4606
46,1-25877976-25878226-PGD139_LDLRAP1_48,7098.909090909091,10632.111261698026,3565.7069201201557,3523
581,2-21247756-21248001-PGD139_APOB_134,7105.181818181818,9157.13396406465,5053.229672298987,3245
31,1-25875558-25875780-PGD139_LDLRAP1_33,7105.668449197861,9106.907492508255,5104.4294058874675,3492
37,1-25876469-25876722-PGD139_LDLRAP1_39,7112.262032085561,9066.37771174006,5158.146352431062,4613
524,2-21237453-21237682-PGD139_APOB_77,7114.326203208556,10088.773375487744,4139.879030929367,3920
77,1-25883006-25883281-PGD139_LDLRAP1_79,7129.652406417113,9782.255309091726,4477.049503742499,1195
473,2-21228631-21228877-PGD139_APOB_26,7143.79679144385,9282.032443776126,5005.561139111574,3310
72,1-25882195-25882421-PGD139_LDLRAP1_74,7146.711229946524,12001.576237884365,2291.846222008683,3583
384,19-11216136-11216386-PGD139_LDLR_17,7149.245989304813,9830.825834532838,4467.6661440767875,2130
88,1-25884820-25885070-PGD139_LDLRAP1_90,7151.374331550802,10568.193728494229,3734.5549346073744,3664
698,4-68449279-68449528-PGD139_STAP1_13,7155.780748663102,9492.91432990618,4818.647167420025,2913
394,19-11221366-11221597-PGD139_LDLR_27,7169.919786096257,9547.160003111223,4792.6795690812905,3159
327,10-91007276-91007519-PGD139_LIPA_24,7172.272727272727,9387.936782642157,4956.608671903297,2993
134,1-25892158-25892408-PGD139_LDLRAP1_136,7174.941176470588,9493.066069211016,4856.816283730161,2077
201,1-55512801-55513018-PGD139_PCSK9_49,7184.454545454545,10433.84999746082,3935.0590934482702,4349
195,1-55512011-55512232-PGD139_PCSK9_43,7184.92513368984,10217.676611448394,4152.173655931285,4589
228,1-55517757-55517992-PGD139_PCSK9_76,7187.743315508022,9065.51333634774,5309.973294668303,4907
399,19-11223686-11223911-PGD139_LDLR_32,7194.443850267379,9475.718433451124,4913.169267083635,4709
235,1-55518727-55518955-PGD139_PCSK9_83,7196.106951871658,10481.007676582147,3911.2062271611685,3222
276,1-55525868-55526069-PGD139_PCSK9_124,7201.561497326204,11766.779442029441,2636.343552622967,3666
51,1-25878805-25879050-PGD139_LDLRAP1_53,7217.9304812834225,9413.62936625556,5022.231596311285,4442
220,1-55516326-55516569-PGD139_PCSK9_68,7224.92513368984,9412.149549273727,5037.7007181059535,3241
702,4-68458844-68459094-PGD139_STAP1_17,7225.058823529412,9497.570201846225,4952.547445212599,2763
657,2-21262249-21262404-PGD139_APOB_210,7227.379679144385,11915.599627108633,2539.159731180135,3742
156,1-55505613-55505863-PGD139_PCSK9_4,7231.262032085561,11420.599701810566,3041.9243623605553,190
691,4-68441138-68441351-PGD139_STAP1_6,7240.235294117647,9689.564698269787,4790.9058899655065,2820
643,2-21259500-21259709-PGD139_APOB_196,7249.486631016042,10479.236815158682,4019.7364468734036,4114
600,2-21251818-21252048-PGD139_APOB_153,7251.149732620321,9486.042353780897,5016.257111459745,3129
331,12-21368658-21368788-PGD139_SLCO1B1_3,7256.780748663102,10718.665479947944,3794.89601737826,3688
591,2-21249770-21249998-PGD139_APOB_144,7259.080213903743,9050.255726258696,5467.9047015487895,5061
621,2-21255734-21255978-PGD139_APOB_174,7269.791443850268,9592.66891814068,4946.913969559854,4648
367,16-57017542-57017728-PGD139_CETP_36,7285.72192513369,9905.46489676691,4665.978953500469,5015
529,2-21238279-21238528-PGD139_APOB_82,7292.6577540106955,9581.222501668182,5004.093006353209,5012
468,2-21227753-21227986-PGD139_APOB_21,7294.1122994652405,10019.939109581113,4568.285489349368,4330
345,16-57005268-57005515-PGD139_CETP_14,7298.283422459893,9457.881811939073,5138.685032980713,4491
517,2-21236344-21236544-PGD139_APOB_70,7303.764705882353,10132.577320675735,4474.952091088971,4582
467,2-21227579-21227809-PGD139_APOB_20,7320.588235294118,9722.580460819921,4918.596009768315,3215
522,2-21237140-21237348-PGD139_APOB_75,7335.310160427807,10475.258499194302,4195.361821661312,3889
59,1-25880133-25880354-PGD139_LDLRAP1_61,7337.422459893048,9628.840538104478,5046.004381681618,2676
222,1-55516570-55516811-PGD139_PCSK9_70,7351.122994652406,10165.862548566452,4536.383440738361,4438
67,1-25881435-25881683-PGD139_LDLRAP1_69,7363.663101604278,9440.374375614227,5286.95182759433,5007
170,1-55508020-55508263-PGD139_PCSK9_18,7365.1604278074865,9128.727702086184,5601.59315352879,4155
388,19-11217264-11217440-PGD139_LDLR_21,7367.016042780749,10190.862245269309,4543.1698402921875,4665
457,2-21225852-21226101-PGD139_APOB_10,7387.871657754011,9799.180207692436,4976.563107815586,2739
601,2-21252308-21252579-PGD139_APOB_154,7390.508021390375,10239.232983253734,4541.783059527015,2020
569,2-21245857-21246107-PGD139_APOB_122,7409.5668449197865,9592.10316130802,5227.0305285315535,4714
315,10-90983585-90983760-PGD139_LIPA_12,7428.07486631016,10245.720665275556,4610.429067344764,5074
312,10-90982325-90982470-PGD139_LIPA_9,7430.631016042781,11100.009866938413,3761.252165147149,4588
124,1-25890637-25890890-PGD139_LDLRAP1_126,7433.256684491978,10347.537604963178,4518.975764020779,3433
533,2-21239167-21239442-PGD139_APOB_86,7439.582887700535,10684.964511018958,4194.201264382113,1847
728,8-19819477-19819719-PGD139_LPL_23,7444.181818181818,9358.80440553524,5529.559230828397,4742
253,1-55522160-55522316-PGD139_PCSK9_101,7455.556149732621,10766.55571345608,4144.556586009161,4613
469,2-21227931-21228160-PGD139_APOB_22,7465.807486631016,10263.938641256238,4667.676332005795,4334
149,1-25894743-25894977-PGD139_LDLRAP1_151,7478.101604278075,9512.747514501682,5443.455694054468,4703
147,1-25894405-25894650-PGD139_LDLRAP1_149,7491.5668449197865,9389.817584186785,5593.316105652787,4710
486,2-21230961-21231206-PGD139_APOB_39,7492.967914438503,9908.446405327202,5077.489423549803,4732
57,1-25879783-25880054-PGD139_LDLRAP1_59,7500.732620320856,9770.132951472811,5231.3322891689,3246
302,1-55530125-55530399-PGD139_PCSK9_150,7507.213903743315,10841.292066045582,4173.135741441048,960
607,2-21253373-21253623-PGD139_APOB_160,7507.31550802139,9985.583913148252,5029.0471028945285,2802
44,1-25877665-25877874-PGD139_LDLRAP1_46,7520.283422459893,12447.843768846524,2592.7230760732627,3869
511,2-21235221-21235470-PGD139_APOB_64,7527.625668449198,9815.721001623591,5239.530335274805,3988
258,1-55522878-55523126-PGD139_PCSK9_106,7551.310160427807,10043.353887113572,5059.266433742042,3840
128,1-25891198-25891358-PGD139_LDLRAP1_130,7601.529411764706,13110.404933867794,2092.6538896616185,3542
206,1-55513677-55513937-PGD139_PCSK9_54,7605.780748663102,10164.76104797629,5046.800449349914,3716
86,1-25884453-25884701-PGD139_LDLRAP1_88,7638.973262032086,10621.22793649594,4656.718587568232,4222
502,2-21233730-21233963-PGD139_APOB_55,7641.957219251337,10691.101776381136,4592.812662121538,4086
496,2-21232674-21232918-PGD139_APOB_49,7642.844919786096,10190.622675925975,5095.0671636462175,4394
713,8-19809439-19809664-PGD139_LPL_8,7645.171122994652,9435.422469101657,5854.919776887648,5546
185,1-55510191-55510374-PGD139_PCSK9_33,7648.128342245989,10792.692414192377,4503.564270299602,4351
268,1-55524634-55524866-PGD139_PCSK9_116,7675.957219251337,10136.084262293767,5215.830176208907,4867
717,8-19811499-19811729-PGD139_LPL_12,7676.010695187166,9673.251393786646,5678.769996587685,5321
462,2-21226745-21226944-PGD139_APOB_15,7689.336898395722,11457.289594761698,3921.3842020297448,4198
617,2-21255107-21255303-PGD139_APOB_170,7692.048128342246,10672.204632015126,4711.891624669366,4678
506,2-21234395-21234620-PGD139_APOB_59,7711.0213903743315,10379.8049718233,5042.237808925363,4541
585,2-21248506-21248727-PGD139_APOB_138,7722.780748663102,10454.898797446513,4990.662699879691,4534
470,2-21228108-21228357-PGD139_APOB_23,7730.438502673796,10334.970830382805,5125.906174964788,4859
219,1-55516092-55516367-PGD139_PCSK9_67,7733.417112299465,10150.603139392759,5316.23108520617,2541
306,10-90974696-90974917-PGD139_LIPA_3,7743.770053475936,9783.697793669382,5703.84231328249,5435
475,2-21228979-21229229-PGD139_APOB_28,7765.048128342246,9990.167917635925,5539.928339048568,3442
30,1-25875389-25875638-PGD139_LDLRAP1_32,7792.625668449198,9943.161924637014,5642.089412261382,4496
84,1-25884087-25884361-PGD139_LDLRAP1_86,7795.828877005348,11355.527234783289,4236.130519227407,3951
655,2-21261926-21262177-PGD139_APOB_208,7797.454545454545,9638.514188695544,5956.394902213546,5335
196,1-55512146-55512310-PGD139_PCSK9_44,7799.0695187165775,13183.204057642293,2414.9349797908617,3500
17,1-25872980-25873215-PGD139_LDLRAP1_19,7800.401069518716,10209.72830761039,5391.073831427042,5458
131,1-25891667-25891917-PGD139_LDLRAP1_133,7828.9304812834225,10480.660288373876,5177.200674192969,1973
